batch_id,model,method,n_runs,success_rate,raw_json_valid_rate,parse_repaired_rate,parse_success_rate,strict_llm_valid_rate,curated_series_valid_rate,mean_llm_profile_compliance_score,std_llm_profile_compliance_score,mean_llm_formal_validity_score,mean_llm_temporal_profile_score,mean_final_profile_compliance_score,mean_final_formal_validity_score,mean_final_temporal_profile_score,length_curation_rate,mean_completed_points,mean_truncated_points,mean_curation_intensity,mean_curation_change_rate,mean_llm_length_score,mean_llm_numeric_validity_score,mean_llm_range_score,mean_llm_trend_score,mean_llm_seasonality_score,mean_llm_anomaly_score,mean_llm_noise_score,mean_final_length_score,mean_final_range_score,mean_final_trend_score,mean_final_seasonality_score,mean_final_anomaly_score,mean_final_noise_score,legacy_valid_series_rate,legacy_structural_valid_rate,legacy_temporal_valid_rate,legacy_final_recomputed_rate,mean_slope,std_slope,weekly_seasonality_rate,no_strong_trend_rate,mean_weekly_autocorrelation,anomaly_count_rate,mean_anomaly_count,mean_value,mean_std,mean_time_seconds,std_time_seconds
llm_comparison_server_4models_30runs,llama3.2:1b,epic_grouped_attribute_few_shot,180,1.0,0.4777777777777778,0.5222222222222223,1.0,0.3055555555555556,0.32222222222222224,0.6449026518602093,0.24219638029983714,0.9200291005291005,0.6892642697141349,0.6982807915306837,1.0,0.6982807915306837,0.5611111111111111,13.405555555555555,0.0,13.405555555555555,0.39985449735449735,0.6001455026455027,1.0,1.0,0.5103828620922826,0.5868077218006261,0.8777777777777778,0.7820887171858528,1.0,1.0,0.662319393107829,0.5355225983369315,0.7361111111111112,0.8591700635668632,0.34444444444444444,1.0,0.4777777777777778,0.4777777777777778,0.45907852724372994,1.8970031171020172,0.28888888888888886,0.38333333333333336,0.5228840403224299,0.07777777777777778,6.45,120.93324710884353,22.717786094036224,8.011574508084191,9.092218750233336
llm_comparison_server_4models_30runs,llama3.2:1b,harmonic_knn,180,1.0,0.9055555555555556,0.09444444444444444,1.0,0.022222222222222223,0.06111111111111111,0.4977082674513537,0.19563782858080253,0.8625582010582011,0.5690848141127737,0.5964825242552402,1.0,0.5964825242552402,0.9555555555555556,27.166666666666668,0.0,27.166666666666668,0.6856216931216932,0.3143783068783069,1.0,0.9984126984126984,0.2359805737763748,0.39006018088209554,0.7305555555555555,0.9197429462370686,1.0,1.0,0.7202839755860754,0.4024095058787313,0.3851851851851852,0.8780514303709692,0.25,1.0,0.4888888888888889,0.4888888888888889,0.6551474121810372,3.657097181618423,0.2777777777777778,0.37222222222222223,0.4734762724168599,0.03333333333333333,11.183333333333334,128.38292915721843,23.039136879315148,1.5398102694087559,1.4632655624267807
llm_comparison_server_4models_30runs,llama3.2:1b,prompt_only,180,1.0,0.9944444444444445,0.005555555555555556,1.0,0.0,0.0,0.34598701540640087,0.17898741763503967,0.8938632520358697,0.38240185596868626,0.5062072807113185,0.9911111111111112,0.5087970544252145,0.7166666666666667,13.727777777777778,3.8222222222222224,17.55,0.41009259259259256,0.637526455026455,1.0,0.8762342495973382,0.3277777777777778,0.3354342956927811,0.6666666666666666,0.19972868373751945,1.0,1.0,0.5232247082106461,0.4870893679396128,0.38055555555555554,0.6443185859950435,0.0,0.9111111111111111,0.3277777777777778,0.2388888888888889,10.410190458875851,8.795342767358088,0.3388888888888889,0.0,0.5867002033587887,0.0,35.233333333333334,549.3698760707987,118.36148819866288,10.76327237420612,7.38020866556294
llm_comparison_server_4models_30runs,llama3.2:1b,tabgen_icl_residual,180,1.0,0.85,0.15,1.0,0.005555555555555556,0.011111111111111112,0.4595232007606268,0.16795842980138267,0.8598058021702091,0.5298912913032688,0.5858584397072337,1.0,0.5858584397072337,0.9,27.4,0.0,27.4,0.6911507936507937,0.3088492063492063,1.0,0.9901798045018384,0.1835205973024076,0.32261026076678834,0.6972222222222222,0.9162120849216573,1.0,1.0,0.7034772322468764,0.35583768819592376,0.42407407407407405,0.8600447643120608,0.2222222222222222,1.0,0.49444444444444446,0.49444444444444446,0.6020730517348218,2.999184487787862,0.2833333333333333,0.37777777777777777,0.4325665205861237,0.03333333333333333,9.316666666666666,127.01250203845427,25.975514021182768,2.364536680115594,6.879911329707992
llm_comparison_server_4models_30runs,llama3.2:1b,value_only_controlled_scale,180,1.0,0.2111111111111111,0.7888888888888889,1.0,0.0,0.09444444444444444,0.6276294496488224,0.12748200253485012,0.9127037037037037,0.6865336220646282,0.5901051328063476,1.0,0.5901051328063476,1.0,20.13888888888889,0.0,20.13888888888889,0.43648148148148147,0.5635185185185185,1.0,1.0,0.7194154249569904,0.5961788001329589,0.6944444444444444,0.736095818724119,1.0,1.0,0.7311458173224132,0.5516373372935082,0.4111111111111111,0.6665262654983576,0.22777777777777777,1.0,0.4888888888888889,0.4888888888888889,1.9025700621113621,4.4282340064897205,0.38333333333333336,0.2,0.472982481782429,0.011111111111111112,24.016666666666666,161.37320346506223,43.38696365665321,1.7075096554226346,0.5842098158681147
llm_comparison_server_4models_30runs,mistral:7b,epic_grouped_attribute_few_shot,180,1.0,0.7888888888888889,0.2111111111111111,1.0,0.08333333333333333,0.16111111111111112,0.6569932139980583,0.19781626999593951,0.976249294863798,0.6693061035811195,0.7001392629271719,1.0,0.7001392629271719,0.5222222222222223,5.233333333333333,0.0,5.233333333333333,0.09183862433862434,0.9081613756613757,1.0,0.9730850986576137,0.6670253170366609,0.5506256475645407,0.7555555555555555,0.7040178941677212,1.0,1.0,0.6897958306014259,0.5709445875179125,0.7824074074074074,0.7574092261819417,0.43333333333333335,1.0,0.5,0.5,-2.1066911863679842,9.343922628188206,0.2722222222222222,0.31666666666666665,0.4986219138667855,0.06666666666666667,16.133333333333333,333.07773419690096,71.60107550887074,10.636304289764828,3.7752255253762974
llm_comparison_server_4models_30runs,mistral:7b,harmonic_knn,180,1.0,1.0,0.0,1.0,0.08333333333333333,0.43333333333333335,0.794218104236301,0.16948494282095652,0.9837433862433863,0.8066933187879218,0.8077327139431284,1.0,0.8077327139431284,0.8111111111111111,4.1,0.0,4.1,0.08128306878306879,0.9187169312169312,1.0,1.0,0.7197753107365444,0.7235577022337765,0.8537037037037036,0.9297365584776623,1.0,1.0,0.7281572657332454,0.7244234330344117,0.837037037037037,0.9413131199678195,0.5888888888888889,1.0,0.5944444444444444,0.5944444444444444,-3.868847894726993,9.53189166349911,0.3277777777777778,0.4444444444444444,0.5723143093991152,0.14444444444444443,2.15,169.27581917595742,55.8348435746517,9.654149191909367,3.284031166329874
llm_comparison_server_4models_30runs,mistral:7b,prompt_only,180,1.0,0.6666666666666666,0.3333333333333333,1.0,0.05,0.15,0.5024259832453479,0.2810595041018469,0.9102639528929851,0.5373700619895097,0.5386616382705092,0.9822222222222223,0.5475871590971031,0.45555555555555555,0.5277777777777778,5.7444444444444445,6.272222222222222,0.11855820105820107,0.8820370370370371,1.0,0.7581716163167775,0.5259976911401095,0.3910048600417798,0.6305555555555555,0.6019221412205937,1.0,1.0,0.5388080307885093,0.3674179982729269,0.6416666666666667,0.6424559406603096,0.16666666666666666,0.8222222222222222,0.34444444444444444,0.2722222222222222,0.9005433668274379,17.637802465143302,0.2722222222222222,0.07222222222222222,0.5102524724553378,0.0,24.233333333333334,453.7899329837491,211.8832961478279,54.4213698943456,42.837113100783455
llm_comparison_server_4models_30runs,mistral:7b,tabgen_icl_residual,180,1.0,0.9944444444444445,0.005555555555555556,1.0,0.09444444444444444,0.4666666666666667,0.778976843451372,0.1848100404750988,0.978989417989418,0.7935165078167012,0.799769375229016,1.0,0.799769375229016,0.8222222222222222,5.477777777777778,0.0,5.477777777777778,0.10505291005291005,0.8949470899470899,1.0,1.0,0.7021182314184665,0.6852696555183647,0.8768518518518519,0.9098262924781217,1.0,1.0,0.738594549971272,0.6901805561484639,0.8564814814814814,0.9138209133148469,0.5611111111111111,1.0,0.5666666666666667,0.5666666666666667,-3.8158230697615068,9.607139052876894,0.29444444444444445,0.4388888888888889,0.5347173599853193,0.09444444444444444,3.8,177.17637297020661,54.50584770306854,9.303243558936648,3.3196231251543535
llm_comparison_server_4models_30runs,mistral:7b,value_only_controlled_scale,180,1.0,0.9722222222222222,0.027777777777777776,1.0,0.0,0.14444444444444443,0.6584361500444809,0.16397686235352454,0.9738677248677249,0.6763491499564808,0.7020692399258851,1.0,0.7020692399258851,0.8222222222222222,5.661111111111111,0.0,5.661111111111111,0.1302910052910053,0.8697089947089947,1.0,0.9996296296296296,0.745366781619515,0.5519270906235,0.6833333333333333,0.7247693942495745,1.0,1.0,0.7634864952242375,0.554817745101034,0.7425925925925926,0.7473801267856762,0.42777777777777776,1.0,0.4444444444444444,0.4444444444444444,0.3678913144384776,1.7739482269913238,0.16111111111111112,0.4222222222222222,0.34139363149703605,0.06666666666666667,4.916666666666667,211.86018227040816,27.31342048474587,8.441797455151876,13.877005090116064
llm_comparison_server_4models_30runs,qwen2.5:0.5b,epic_grouped_attribute_few_shot,180,1.0,0.027777777777777776,0.9722222222222222,1.0,0.06111111111111111,0.16666666666666666,0.5915921002412448,0.22270718782156887,0.9380211640211641,0.6243756258179939,0.6163453546143468,1.0,0.6163453546143468,0.5222222222222223,13.483333333333333,0.0,13.483333333333333,0.3098941798941799,0.6901058201058201,1.0,1.0,0.4849625337495227,0.539555310796489,0.7240740740740741,0.7489105846518896,1.0,1.0,0.6013465463664406,0.5328795309362664,0.6027777777777777,0.7283775633769026,0.25555555555555554,1.0,0.37222222222222223,0.37222222222222223,0.7119036345459722,2.0945639145902306,0.25555555555555554,0.37777777777777777,0.3501403210222298,0.15555555555555556,9.416666666666666,114.5444370978206,21.789620649555406,20.01540688276291,34.11973260678801
llm_comparison_server_4models_30runs,qwen2.5:0.5b,harmonic_knn,180,1.0,0.25,0.75,1.0,0.044444444444444446,0.13333333333333333,0.5002166026719431,0.24820602562665064,0.8885601851851852,0.5504327838881259,0.5917624960840228,1.0,0.5917624960840228,0.7777777777777778,23.916666666666668,0.0,23.916666666666668,0.5558597883597883,0.44414021164021167,1.0,0.9986607142857143,0.45501927127342584,0.35107254347211836,0.6555555555555556,0.7400837652514038,1.0,1.0,0.6785084428219136,0.3966342114624116,0.5416666666666666,0.7502406633850994,0.3055555555555556,1.0,0.5722222222222222,0.5722222222222222,1.7702643926497217,4.370297274406949,0.3611111111111111,0.3611111111111111,0.516172282242651,0.016666666666666666,25.983333333333334,167.59553022722977,37.581057226618064,6.396479919221666,19.413454118366523
llm_comparison_server_4models_30runs,qwen2.5:0.5b,prompt_only,180,1.0,0.0,1.0,1.0,0.0,0.16111111111111112,0.4198066539446514,0.2158457377245702,0.8398994708994708,0.4961616038766634,0.512348624857352,1.0,0.512348624857352,0.9833333333333333,30.666666666666668,0.0,30.666666666666668,0.7845105820105821,0.21588624338624338,1.0,0.9836111111111112,0.48733437630886334,0.3544285587344187,0.6444444444444445,0.4984390360189269,1.0,1.0,0.717316595870117,0.410217786027072,0.39166666666666666,0.5301934508655523,0.39444444444444443,1.0,0.6722222222222223,0.6722222222222223,2.1519327426557515,6.233564703972892,0.39444444444444443,0.37777777777777777,0.5463608596048926,0.0,24.183333333333334,150.03321028596625,52.7544502628854,5.283064247502221,10.359575797625178
llm_comparison_server_4models_30runs,qwen2.5:0.5b,tabgen_icl_residual,180,1.0,0.28888888888888886,0.7111111111111111,1.0,0.027777777777777776,0.1388888888888889,0.4363836783036004,0.22775406341931734,0.8722380952380953,0.48981248794520393,0.5502241145136071,1.0,0.5502241145136071,0.8666666666666667,27.294444444444444,0.0,27.294444444444444,0.6388095238095238,0.36119047619047623,1.0,1.0,0.38758395224241277,0.3323143490354848,0.6805555555555556,0.5587960949473629,1.0,1.0,0.6076704982769296,0.3853490403610594,0.46481481481481485,0.7430621046016247,0.2833333333333333,1.0,0.5444444444444444,0.5444444444444444,2.0073909530177003,5.570156529569058,0.3055555555555556,0.35555555555555557,0.48518555526952184,0.03888888888888889,30.616666666666667,180.82625914965988,46.56948027402945,4.926612381140391,17.813717830791298
