batch_id,profile_id,method,n_runs,success_rate,raw_json_valid_rate,parse_repaired_rate,parse_success_rate,strict_llm_valid_rate,curated_series_valid_rate,mean_llm_profile_compliance_score,std_llm_profile_compliance_score,mean_llm_formal_validity_score,mean_llm_temporal_profile_score,mean_final_profile_compliance_score,mean_final_formal_validity_score,mean_final_temporal_profile_score,length_curation_rate,mean_completed_points,mean_truncated_points,mean_curation_intensity,mean_curation_change_rate,mean_llm_length_score,mean_llm_numeric_validity_score,mean_llm_range_score,mean_llm_trend_score,mean_llm_seasonality_score,mean_llm_anomaly_score,mean_llm_noise_score,mean_final_length_score,mean_final_range_score,mean_final_trend_score,mean_final_seasonality_score,mean_final_anomaly_score,mean_final_noise_score,legacy_valid_series_rate,legacy_structural_valid_rate,legacy_temporal_valid_rate,legacy_final_recomputed_rate,mean_slope,std_slope,weekly_seasonality_rate,no_strong_trend_rate,mean_weekly_autocorrelation,anomaly_count_rate,mean_anomaly_count,mean_value,mean_std,mean_time_seconds,std_time_seconds
llm_comparison_server_4models_30runs,P1_20,epic_grouped_attribute_few_shot,120,0.9416666666666667,0.25,0.75,1.0,0.0,0.0,0.5711356789190807,0.16853233990078753,0.897,0.6571246936798993,0.5035420224623536,0.9533333333333334,0.5502086891290203,0.5083333333333333,5.466666666666667,0.0,5.466666666666667,0.2733333333333333,0.6683333333333333,0.9416666666666667,0.9333333333333333,0.3968140267404689,0.46918474797912846,0.9125,0.85,0.9416666666666667,0.9416666666666667,0.42588203376881173,0.09578605608060278,0.8541666666666666,0.825,0.5583333333333333,0.9416666666666667,0.5583333333333333,0.5583333333333333,-0.12755885288442503,3.21327012222617,0.0,0.5583333333333333,0.03216697512257166,0.0,,101.80643362831859,28.94355613312006,7.467645331223806,7.8154483953629645
llm_comparison_server_4models_30runs,P1_20,harmonic_knn,120,1.0,0.425,0.575,1.0,0.0,0.0,0.5592792444136995,0.1731182603112617,0.9445038548196443,0.5952234247655677,0.47941816495926215,1.0,0.47941816495926215,0.7833333333333333,5.283333333333333,0.0,5.283333333333333,0.26416666666666666,0.7358333333333333,1.0,0.9866859407648881,0.3245104288470275,0.3993067514658898,0.9,0.7570765187493536,1.0,1.0,0.39767398447011876,0.07936055634630858,0.6458333333333334,0.794804785687288,0.6083333333333333,1.0,0.6083333333333333,0.6083333333333333,-0.2345209398496257,5.1382624327865685,0.0,0.6083333333333333,0.05416958068872311,0.0,,105.06958583333333,33.67570960327148,4.7833413501580555,6.091218536857822
llm_comparison_server_4models_30runs,P1_20,prompt_only,120,1.0,0.5083333333333333,0.49166666666666664,1.0,0.0,0.0,0.5781098457116901,0.15288171496016392,0.8834660463419084,0.6613152148960799,0.4743686333020152,1.0,0.4743686333020152,0.5583333333333333,7.075,0.625,7.7,0.385,0.615,1.0,0.8023302317095421,0.05993369186022282,0.8259087158686647,0.9333333333333333,0.8260851185220991,1.0,1.0,0.09238843231130245,0.3203920224085809,0.7541666666666667,0.7305274118215107,0.35,1.0,0.35,0.35,10.780672681704257,16.975362410584676,0.0,0.35,0.32438333889261084,0.0,,448.776325,113.15719486321758,8.32797357837359,7.067958128781281
llm_comparison_server_4models_30runs,P1_20,tabgen_icl_residual,120,1.0,0.375,0.625,1.0,0.0,0.0,0.5564482968132556,0.18148455409107322,0.9502777777777778,0.5888390246400544,0.48290227874868624,1.0,0.48290227874868624,0.6916666666666667,4.741666666666666,0.0,4.741666666666666,0.23708333333333334,0.7629166666666667,1.0,0.9884722222222223,0.34991891280517096,0.3564594259349837,0.8791666666666667,0.7698110931533967,1.0,1.0,0.36021732659910044,0.08389178839564441,0.6791666666666667,0.8083333333333333,0.6083333333333333,1.0,0.6083333333333333,0.6083333333333333,0.0458258834586451,2.459569948180899,0.0,0.6083333333333333,0.07896443622241883,0.0,,94.48673041666666,17.596221389775785,4.974694218238195,9.57762831097265
llm_comparison_server_4models_30runs,P1_20,value_only_controlled_scale,120,1.0,0.2916666666666667,0.7083333333333334,1.0,0.0,0.016666666666666666,0.5805353766695421,0.18798346581633998,0.9638142414860681,0.6049407109852571,0.4818030816844445,1.0,0.4818030816844445,0.8583333333333333,3.575,0.0,3.575,0.17875,0.8212499999999999,1.0,0.9978212074303406,0.5000698604804091,0.2196929834606193,0.8833333333333333,0.8166666666666667,1.0,1.0,0.3501829685614613,0.11869602484298351,0.6416666666666667,0.8166666666666667,0.55,1.0,0.55,0.55,-0.21885150375940016,3.0276426552473343,0.0,0.55,-0.08056690629157094,0.0,,95.56054166666667,35.98781782119116,3.483622986078262,4.838308693117341
llm_comparison_server_4models_30runs,P2_28,epic_grouped_attribute_few_shot,120,0.95,0.3333333333333333,0.6666666666666666,1.0,0.14166666666666666,0.225,0.5853486480577352,0.2722598867005947,0.8978639069264069,0.6342312868512642,0.6838883552095809,0.9600000000000001,0.703888355209581,0.6083333333333333,8.516666666666667,0.0,8.516666666666667,0.30416666666666664,0.6458333333333334,0.95,0.9434862012987012,0.505557416782981,0.5358274072482996,0.8583333333333333,0.6372069900404427,0.95,0.95,0.5735377535899633,0.7067509989261863,0.8041666666666667,0.7310980016555076,0.25,0.95,0.25,0.25,0.1554073321874308,1.9451204550970025,0.4583333333333333,0.575,0.48068683963496517,0.0,,171.3040403091061,47.6015732162117,10.441970551013947,22.46524380046487
llm_comparison_server_4models_30runs,P2_28,harmonic_knn,120,1.0,0.49166666666666664,0.5083333333333333,1.0,0.13333333333333333,0.30833333333333335,0.6278559479420809,0.2533121153917453,0.9163691010076879,0.6698948018454948,0.7348452273402194,1.0,0.7348452273402194,0.7083333333333334,10.833333333333334,0.0,10.833333333333334,0.3869047619047619,0.613095238095238,1.0,0.9687502669432018,0.41079743467670826,0.517166687259659,0.9208333333333333,0.8307817521122784,1.0,1.0,0.5868043976349975,0.7635902138520688,0.6666666666666666,0.9223196312071449,0.24166666666666667,1.0,0.24166666666666667,0.24166666666666667,0.025505666545035402,3.05362756775261,0.425,0.5666666666666667,0.44061089367630474,0.0,,99.47985714285714,30.1849683447502,7.380883447329203,15.892940853970183
llm_comparison_server_4models_30runs,P2_28,prompt_only,120,1.0,0.5,0.5,1.0,0.041666666666666664,0.041666666666666664,0.3678820410597124,0.18637279135675786,0.8907976979298605,0.4051216142782609,0.5851966044964366,1.0,0.5851966044964366,0.8,14.55,0.18333333333333332,14.733333333333333,0.5261904761904762,0.47440476190476194,1.0,0.9795837277445405,0.11675903854997735,0.09591230646989392,0.975,0.4328151120931724,1.0,1.0,0.5332866486106645,0.5643707548301642,0.4666666666666667,0.7764623478782513,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.09266557197592132,8.018119625657695,0.23333333333333334,0.43333333333333335,0.23008078461767714,0.0,,349.66309523809525,73.26283098271945,9.34730957945188,9.75562880856022
llm_comparison_server_4models_30runs,P2_28,tabgen_icl_residual,120,1.0,0.5166666666666667,0.48333333333333334,1.0,0.08333333333333333,0.21666666666666667,0.5768322144479865,0.23867748866718613,0.9062886382623225,0.624141535327667,0.7042130811797044,1.0,0.7042130811797044,0.7833333333333333,12.583333333333334,0.0,12.583333333333334,0.44940476190476186,0.550595238095238,1.0,0.9808479532163743,0.3218869740878778,0.42726937473331345,0.9208333333333333,0.8265764591561436,1.0,1.0,0.5376352282030429,0.7131515465631187,0.6625,0.9035655499526557,0.2,1.0,0.2,0.2,-0.04442380724320295,1.7130775174948913,0.31666666666666665,0.625,0.29243309301398146,0.0,,98.97463621031746,29.384170405239512,6.662811599175135,13.49898166168071
llm_comparison_server_4models_30runs,P2_28,value_only_controlled_scale,120,1.0,0.4583333333333333,0.5416666666666666,1.0,0.0,0.4666666666666667,0.5982646267428261,0.1985994491500421,0.9233928571428571,0.6422119387988218,0.7733801061345041,1.0,0.7733801061345041,0.9083333333333333,10.716666666666667,0.0,10.716666666666667,0.38273809523809527,0.6172619047619048,1.0,0.999702380952381,0.44541278013944924,0.5273245471734674,0.9666666666666667,0.6294437612157039,1.0,1.0,0.758139884367949,0.8187317289960003,0.9125,0.6041488111740676,0.26666666666666666,1.0,0.26666666666666666,0.26666666666666666,-0.1647073982849831,1.1961695949105273,0.6,0.36666666666666664,0.5874356425575937,0.0,,114.77109126984126,26.96663667677508,3.114078821738561,3.786961871848116
